,State-County,"1st, 2nd, 3rd","votes1, votes2, votes3","pct1, pct2, pct3","party1, party2, party3"
546,Kansas - Kiowa County,Bush / Gore / Others,1262 / 294 / 52,78.48% / 18.28% / 3.23%,Republican / Democratic / Others
547,Kansas - Labette County,Bush / Gore / Others,4475 / 3745 / 318,52.41% / 43.86% / 3.72%,Republican / Democratic / Others
548,Kansas - Lane County,Bush / Gore / Others,846 / 252 / 35,74.67% / 22.24% / 3.09%,Republican / Democratic / Others
549,Kansas - Leavenworth County,Bush / Gore / Others,12583 / 9733 / 955,54.07% / 41.82% / 4.10%,Republican / Democratic / Others
550,Kansas - Lincoln County,Bush / Gore / Others,1295 / 469 / 126,68.52% / 24.81% / 6.67%,Republican / Democratic / Others
551,Kansas - Linn County,Bush / Gore / Others,2513 / 1587 / 159,59.00% / 37.26% / 3.73%,Republican / Democratic / Others
552,Kansas - Logan County,Bush / Gore / Others,1088 / 231 / 78,77.88% / 16.54% / 5.58%,Republican / Democratic / Others
553,Kansas - Lyon County,Bush / Gore / Others,6652 / 5190 / 613,53.41% / 41.67% / 4.92%,Republican / Democratic / Others
554,Kansas - Marion County,Bush / Gore / Others,4156 / 1475 / 272,70.40% / 24.99% / 4.61%,Republican / Democratic / Others
555,Kansas - Marshall County,Bush / Gore / Others,3066 / 1831 / 218,59.94% / 35.80% / 4.26%,Republican / Democratic / Others
556,Kansas - McPherson County,Bush / Gore / Others,8501 / 3272 / 688,68.22% / 26.26% / 5.52%,Republican / Democratic / Others
557,Kansas - Meade County,Bush / Gore / Others,1604 / 400 / 49,78.13% / 19.48% / 2.39%,Republican / Democratic / Others
558,Kansas - Miami County,Bush / Gore / Others,6611 / 4554 / 442,56.96% / 39.23% / 3.81%,Republican / Democratic / Others
559,Kansas - Mitchell County,Bush / Gore / Others,2350 / 751 / 165,71.95% / 22.99% / 5.05%,Republican / Democratic / Others
560,Kansas - Montgomery County,Bush / Gore / Others,8496 / 4770 / 479,61.81% / 34.70% / 3.48%,Republican / Democratic / Others
561,Kansas - Morris County,Bush / Gore / Others,1599 / 882 / 160,60.55% / 33.40% / 6.06%,Republican / Democratic / Others
562,Kansas - Morton County,Bush / Gore / Others,1203 / 321 / 33,77.26% / 20.62% / 2.12%,Republican / Democratic / Others
563,Kansas - Nemaha County,Bush / Gore / Others,3578 / 1494 / 218,67.64% / 28.24% / 4.12%,Republican / Democratic / Others
564,Kansas - Neosho County,Bush / Gore / Others,4014 / 2588 / 284,58.29% / 37.58% / 4.12%,Republican / Democratic / Others
565,Kansas - Ness County,Bush / Gore / Others,1420 / 383 / 73,75.69% / 20.42% / 3.89%,Republican / Democratic / Others
566,Kansas - Norton County,Bush / Gore / Others,1744 / 598 / 109,71.15% / 24.40% / 4.45%,Republican / Democratic / Others
567,Kansas - Osage County,Bush / Gore / Others,3770 / 2530 / 313,57.01% / 38.26% / 4.73%,Republican / Democratic / Others
568,Kansas - Osborne County,Bush / Gore / Others,1432 / 484 / 114,70.54% / 23.84% / 5.62%,Republican / Democratic / Others
569,Kansas - Ottawa County,Bush / Gore / Others,1977 / 631 / 183,70.83% / 22.61% / 6.56%,Republican / Democratic / Others
570,Kansas - Pawnee County,Bush / Gore / Others,1850 / 968 / 122,62.93% / 32.93% / 4.15%,Republican / Democratic / Others
571,Kansas - Phillips County,Bush / Gore / Others,2057 / 611 / 124,73.67% / 21.88% / 4.44%,Republican / Democratic / Others
572,Kansas - Pottawatomie County,Bush / Gore / Others,4985 / 2037 / 709,64.48% / 26.35% / 9.17%,Republican / Democratic / Others
573,Kansas - Pratt County,Bush / Gore / Others,2885 / 1314 / 217,65.33% / 29.76% / 4.91%,Republican / Democratic / Others
574,Kansas - Rawlins County,Bush / Gore / Others,1349 / 306 / 85,77.53% / 17.59% / 4.89%,Republican / Democratic / Others
575,Kansas - Reno County,Bush / Gore / Others,15179 / 9025 / 1226,59.69% / 35.49% / 4.82%,Republican / Democratic / Others
576,Kansas - Republic County,Bush / Gore / Others,2239 / 604 / 142,75.01% / 20.23% / 4.76%,Republican / Democratic / Others
577,Kansas - Rice County,Bush / Gore / Others,2903 / 1422 / 195,64.23% / 31.46% / 4.31%,Republican / Democratic / Others
578,Kansas - Riley County,Bush / Gore / Others,10672 / 6188 / 1393,58.47% / 33.90% / 7.63%,Republican / Democratic / Others
579,Kansas - Rooks County,Bush / Gore / Others,2016 / 597 / 162,72.65% / 21.51% / 5.84%,Republican / Democratic / Others
580,Kansas - Rush County,Bush / Gore / Others,1235 / 505 / 114,66.61% / 27.24% / 6.15%,Republican / Democratic / Others
581,Kansas - Russell County,Bush / Gore / Others,2434 / 886 / 162,69.90% / 25.45% / 4.65%,Republican / Democratic / Others
582,Kansas - Saline County,Bush / Gore / Others,12412 / 7487 / 1628,57.66% / 34.78% / 7.56%,Republican / Democratic / Others
583,Kansas - Scott County,Bush / Gore / Others,1811 / 418 / 74,78.64% / 18.15% / 3.21%,Republican / Democratic / Others
584,Kansas - Sedgwick County,Bush / Gore / Others,93724 / 62561 / 7132,57.35% / 38.28% / 4.36%,Republican / Democratic / Others
585,Kansas - Seward County,Bush / Gore / Others,3869 / 1126 / 101,75.92% / 22.10% / 1.98%,Republican / Democratic / Others
586,Kansas - Shawnee County,Bush / Gore / Others,35894 / 34818 / 3661,48.26% / 46.82% / 4.92%,Republican / Democratic / Others
587,Kansas - Sheridan County,Bush / Gore / Others,1132 / 281 / 76,76.02% / 18.87% / 5.10%,Republican / Democratic / Others
588,Kansas - Sherman County,Bush / Gore / Others,1894 / 681 / 107,70.62% / 25.39% / 3.99%,Republican / Democratic / Others
589,Kansas - Smith County,Bush / Gore / Others,1534 / 534 / 116,70.24% / 24.45% / 5.31%,Republican / Democratic / Others
590,Kansas - Stafford County,Bush / Gore / Others,1546 / 567 / 87,70.27% / 25.77% / 3.95%,Republican / Democratic / Others
591,Kansas - Stanton County,Bush / Gore / Others,785 / 215 / 29,76.29% / 20.89% / 2.82%,Republican / Democratic / Others
592,Kansas - Stevens County,Bush / Gore / Others,1714 / 345 / 52,81.19% / 16.34% / 2.46%,Republican / Democratic / Others
593,Kansas - Sumner County,Bush / Gore / Others,6176 / 3549 / 507,60.36% / 34.69% / 4.96%,Republican / Democratic / Others
594,Kansas - Thomas County,Bush / Gore / Others,2822 / 807 / 151,74.66% / 21.35% / 3.99%,Republican / Democratic / Others
595,Kansas - Trego County,Bush / Gore / Others,1220 / 516 / 101,66.41% / 28.09% / 5.50%,Republican / Democratic / Others
596,Kansas - Wabaunsee County,Bush / Gore / Others,2182 / 1025 / 213,63.80% / 29.97% / 6.23%,Republican / Democratic / Others
597,Kansas - Wallace County,Bush / Gore / Others,737 / 103 / 21,85.60% / 11.96% / 2.44%,Republican / Democratic / Others
598,Kansas - Washington County,Bush / Gore / Others,2446 / 687 / 134,74.87% / 21.03% / 4.10%,Republican / Democratic / Others
599,Kansas - Wichita County,Bush / Gore / Others,859 / 207 / 24,78.81% / 18.99% / 2.20%,Republican / Democratic / Others
600,Kansas - Wilson County,Bush / Gore / Others,2748 / 1186 / 161,67.11% / 28.96% / 3.93%,Republican / Democratic / Others
601,Kansas - Woodson County,Bush / Gore / Others,974 / 521 / 100,61.07% / 32.66% / 6.27%,Republican / Democratic / Others
602,Kansas - Wyandotte County,Gore / Bush / Others,32411 / 14024 / 1837,67.14% / 29.05% / 3.81%,Democratic / Republican / Others
603,Louisiana - Acadia Parish,Bush / Gore / Others,13814 / 8892 / 532,59.45% / 38.26% / 02.29%,Republican / Democratic / Others
604,Louisiana - Allen Parish,Bush / Gore / Others,4035 / 3914 / 343,48.66% / 47.20% / 04.14%,Republican / Democratic / Others
605,Louisiana - Ascension Parish,Bush / Gore / Others,16818 / 13385 / 641,54.53% / 43.40% / 02.08%,Republican / Democratic / Others
606,Louisiana - Assumption Parish,Gore / Bush / Others,5222 / 4388 / 443,51.94% / 43.65% / 04.41%,Democratic / Republican / Others
607,Louisiana - Avoyelles Parish,Bush / Gore / Others,7329 / 6701 / 623,50.02% / 45.73% / 04.25%,Republican / Democratic / Others
608,Louisiana - Beauregard Parish,Bush / Gore / Others,7862 / 3958 / 385,64.42% / 32.43% / 03.15%,Republican / Democratic / Others
609,Louisiana - Bienville Parish,Gore / Bush / Others,3413 / 3269 / 324,48.72% / 46.66% / 04.62%,Democratic / Republican / Others
610,Louisiana - Bossier Parish,Bush / Gore / Others,23224 / 11933 / 758,64.66% / 33.23% / 02.11%,Republican / Democratic / Others
611,Louisiana - Caddo Parish,Gore / Bush / Others,47530 / 46807 / 1302,49.70% / 48.94% / 01.36%,Democratic / Republican / Others
612,Louisiana - Calcasieu Parish,Bush / Gore / Others,38086 / 33919 / 1631,51.72% / 46.06% / 02.21%,Republican / Democratic / Others
613,Louisiana - Caldwell Parish,Bush / Gore / Others,2817 / 1359 / 152,65.09% / 31.40% / 03.51%,Republican / Democratic / Others
614,Louisiana - Cameron Parish,Bush / Gore / Others,2593 / 1435 / 155,61.99% / 34.31% / 03.71%,Republican / Democratic / Others
615,Louisiana - Catahoula Parish,Bush / Gore / Others,2912 / 1718 / 135,61.11% / 36.05% / 02.83%,Republican / Democratic / Others
616,Louisiana - Claiborne Parish,Bush / Gore / Others,3384 / 2721 / 176,53.88% / 43.32% / 02.80%,Republican / Democratic / Others
617,Louisiana - Concordia Parish,Bush / Gore / Others,4627 / 3569 / 303,54.44% / 41.99% / 03.57%,Republican / Democratic / Others
618,Louisiana - De Soto Parish,Bush / Gore / Others,5260 / 5036 / 300,49.64% / 47.53% / 02.83%,Republican / Democratic / Others
619,Louisiana - East Baton Rouge Parish,Bush / Gore / Others,89128 / 76516 / 3345,52.74% / 45.28% / 01.98%,Republican / Democratic / Others
620,Louisiana - East Carroll Parish,Gore / Bush / Others,1876 / 1280 / 89,57.81% / 39.45% / 02.74%,Democratic / Republican / Others
621,Louisiana - East Feliciana Parish,Bush / Gore / Others,4051 / 3870 / 178,50.02% / 47.78% / 02.20%,Republican / Democratic / Others
622,Louisiana - Evangeline Parish,Bush / Gore / Others,7290 / 5763 / 559,53.56% / 42.34% / 04.11%,Republican / Democratic / Others
623,Louisiana - Franklin Parish,Bush / Gore / Others,5363 / 2792 / 201,64.18% / 33.41% / 02.41%,Republican / Democratic / Others
624,Louisiana - Grant Parish,Bush / Gore / Others,4784 / 2099 / 172,67.81% / 29.75% / 02.44%,Republican / Democratic / Others
625,Louisiana - Iberia Parish,Bush / Gore / Others,17236 / 11762 / 1022,57.42% / 39.18% / 03.40%,Republican / Democratic / Others
626,Louisiana - Iberville Parish,Gore / Bush / Others,8355 / 5573 / 575,57.61% / 38.43% / 03.96%,Democratic / Republican / Others
627,Louisiana - Jackson Parish,Bush / Gore / Others,4347 / 2582 / 177,61.17% / 36.34% / 02.49%,Republican / Democratic / Others
628,Louisiana - Jefferson Parish,Bush / Gore / Others,105003 / 70411 / 3737,58.61% / 39.30% / 02.09%,Republican / Democratic / Others
629,Louisiana - Jefferson Davis Parish,Bush / Gore / Others,6945 / 5162 / 439,55.36% / 41.14% / 03.50%,Republican / Democratic / Others
630,Louisiana - Lafayette Parish,Bush / Gore / Others,48491 / 27190 / 2612,61.94% / 34.73% / 03.34%,Republican / Democratic / Others
631,Louisiana - Lafourche Parish,Bush / Gore / Others,18575 / 14627 / 1247,53.92% / 42.46% / 03.62%,Republican / Democratic / Others
632,Louisiana - LaSalle Parish,Bush / Gore / Others,4564 / 1397 / 147,74.72% / 22.87% / 02.41%,Republican / Democratic / Others
633,Louisiana - Lincoln Parish,Bush / Gore / Others,9246 / 6851 / 454,55.86% / 41.39% / 02.74%,Republican / Democratic / Others
634,Louisiana - Livingston Parish,Bush / Gore / Others,24889 / 11008 / 968,67.51% / 29.86% / 02.63%,Republican / Democratic / Others
635,Louisiana - Madison Parish,Gore / Bush / Others,2489 / 2127 / 127,52.48% / 44.85% / 02.68%,Democratic / Republican / Others
636,Louisiana - Morehouse Parish,Bush / Gore / Others,6641 / 5289 / 391,53.90% / 42.93% / 03.17%,Republican / Democratic / Others
637,Louisiana - Natchitoches Parish,Bush / Gore / Others,7332 / 6924 / 601,49.35% / 46.60% / 04.05%,Republican / Democratic / Others
638,Louisiana - Orleans Parish,Gore / Bush / Others,137630 / 39404 / 4187,75.95% / 21.74% / 02.31%,Democratic / Republican / Others
639,Louisiana - Ouachita Parish,Bush / Gore / Others,35107 / 21457 / 1647,60.31% / 36.86% / 02.83%,Republican / Democratic / Others
640,Louisiana - Plaquemines Parish,Bush / Gore / Others,6302 / 4425 / 204,57.65% / 40.48% / 01.87%,Republican / Democratic / Others
641,Louisiana - Pointe Coupee Parish,Gore / Bush / Others,5813 / 4710 / 309,53.67% / 43.48% / 02.85%,Democratic / Republican / Others
642,Louisiana - Rapides Parish,Bush / Gore / Others,28831 / 18898 / 1295,58.81% / 38.55% / 02.64%,Republican / Democratic / Others
643,Louisiana - Red River Parish,Bush / Gore / Others,2200 / 2177 / 145,48.65% / 48.14% / 03.21%,Republican / Democratic / Others
644,Louisiana - Richland Parish,Bush / Gore / Others,4895 / 3282 / 308,57.69% / 38.68% / 03.63%,Republican / Democratic / Others
645,Louisiana - Sabine Parish,Bush / Gore / Others,5754 / 2846 / 262,64.93% / 32.11% / 02.96%,Republican / Democratic / Others
646,Louisiana - St. Bernard Parish,Bush / Gore / Others,16255 / 11682 / 684,56.79% / 40.82% / 02.39%,Republican / Democratic / Others
647,Louisiana - St. Charles Parish,Bush / Gore / Others,11981 / 8918 / 611,55.70% / 41.46% / 02.84%,Republican / Democratic / Others
648,Louisiana - St. Helena Parish,Gore / Bush / Others,3059 / 1965 / 230,58.22% / 37.40% / 04.38%,Democratic / Republican / Others
649,Louisiana - St. James Parish,Gore / Bush / Others,6523 / 3813 / 369,60.93% / 35.62% / 03.45%,Democratic / Republican / Others
650,Louisiana - St. John the Baptist Parish,Gore / Bush / Others,9745 / 7423 / 545,55.02% / 41.91% / 03.08%,Democratic / Republican / Others
651,Louisiana - St. Landry Parish,Gore / Bush / Others,18067 / 15449 / 635,52.90% / 45.24% / 01.86%,Democratic / Republican / Others
652,Louisiana - St. Martin Parish,Bush / Gore / Others,9961 / 9853 / 964,47.94% / 47.42% / 04.64%,Republican / Democratic / Others
653,Louisiana - St. Mary Parish,Bush / Gore / Others,11325 / 9851 / 634,51.93% / 45.17% / 02.91%,Republican / Democratic / Others
654,Louisiana - St. Tammany Parish,Bush / Gore / Others,59193 / 22722 / 1822,70.69% / 27.13% / 02.18%,Republican / Democratic / Others
655,Louisiana - Tangipahoa Parish,Bush / Gore / Others,20421 / 15843 / 891,54.96% / 42.64% / 02.40%,Republican / Democratic / Others
656,Louisiana - Tensas Parish,Gore / Bush / Others,1580 / 1330 / 100,52.49% / 44.19% / 03.32%,Democratic / Republican / Others
657,Louisiana - Terrebonne Parish,Bush / Gore / Others,21314 / 14414 / 947,58.12% / 39.30% / 02.58%,Republican / Democratic / Others
658,Louisiana - Union Parish,Bush / Gore / Others,5772 / 3205 / 366,61.78% / 34.30% / 03.92%,Republican / Democratic / Others
659,Louisiana - Vermilion Parish,Bush / Gore / Others,12495 / 8704 / 1036,56.20% / 39.15% / 04.66%,Republican / Democratic / Others
660,Louisiana - Vernon Parish,Bush / Gore / Others,8794 / 4655 / 378,63.60% / 33.67% / 02.73%,Republican / Democratic / Others
661,Louisiana - Washington Parish,Bush / Gore / Others,8983 / 7399 / 505,53.19% / 43.81% / 02.99%,Republican / Democratic / Others
662,Louisiana - Webster Parish,Bush / Gore / Others,9420 / 7197 / 473,55.12% / 42.11% / 02.77%,Republican / Democratic / Others
663,Louisiana - West Baton Rouge Parish,Gore / Bush / Others,5058 / 4924 / 187,49.74% / 48.42% / 01.84%,Democratic / Republican / Others
664,Louisiana - West Carroll Parish,Bush / Gore / Others,3220 / 1319 / 136,68.88% / 28.21% / 02.91%,Republican / Democratic / Others
665,Louisiana - West Feliciana Parish,Bush / Gore / Others,2512 / 2187 / 161,51.69% / 45.00% / 03.31%,Republican / Democratic / Others
666,Louisiana - Winn Parish,Bush / Gore / Others,4028 / 2167 / 166,63.32% / 34.07% / 02.61%,Republican / Democratic / Others
667,Mississippi - Adams County,Gore / Bush / Others,8065 / 6691 / 123,54.20% / 44.97% / 0.83%,Democratic / Republican / Others
668,Mississippi - Alcorn County,Bush / Gore / Others,7254 / 5059 / 325,57.40% / 40.03% / 2.57%,Republican / Democratic / Others
669,Mississippi - Amite County,Bush / Gore / Others,3677 / 2673 / 58,57.38% / 41.71% / 0.91%,Republican / Democratic / Others
670,Mississippi - Attala County,Bush / Gore / Others,4206 / 2922 / 45,58.64% / 40.74% / 0.63%,Republican / Democratic / Others
671,Mississippi - Benton County,Gore / Bush / Others,1886 / 1561 / 34,54.18% / 44.84% / 0.98%,Democratic / Republican / Others
672,Mississippi - Bolivar County,Gore / Bush / Others,8509 / 5047 / 255,61.61% / 36.54% / 1.85%,Democratic / Republican / Others
673,Mississippi - Calhoun County,Bush / Gore / Others,3448 / 2251 / 59,59.88% / 39.09% / 1.02%,Republican / Democratic / Others
674,Mississippi - Carroll County,Bush / Gore / Others,3165 / 1726 / 31,64.30% / 35.07% / 0.63%,Republican / Democratic / Others
675,Mississippi - Chickasaw County,Bush / Gore / Others,3549 / 3519 / 107,49.46% / 49.05% / 1.49%,Republican / Democratic / Others
676,Mississippi - Choctaw County,Bush / Gore / Others,2398 / 1278 / 43,64.48% / 34.36% / 1.16%,Republican / Democratic / Others
677,Mississippi - Claiborne County,Gore / Bush / Others,3670 / 883 / 62,79.52% / 19.13% / 1.34%,Democratic / Republican / Others
678,Mississippi - Clarke County,Bush / Gore / Others,4503 / 2368 / 48,65.08% / 34.22% / 0.69%,Republican / Democratic / Others
679,Mississippi - Clay County,Gore / Bush / Others,4554 / 3570 / 80,55.51% / 43.52% / 0.98%,Democratic / Republican / Others
680,Mississippi - Coahoma County,Gore / Bush / Others,5662 / 3695 / 196,59.27% / 38.68% / 2.05%,Democratic / Republican / Others
681,Mississippi - Copiah County,Bush / Gore / Others,5643 / 4845 / 99,53.30% / 45.76% / 0.94%,Republican / Democratic / Others
682,Mississippi - Covington County,Bush / Gore / Others,4180 / 2615 / 78,60.82% / 38.05% / 1.13%,Republican / Democratic / Others
683,Mississippi - DeSoto County,Bush / Gore / Others,24874 / 9586 / 481,71.19% / 27.43% / 1.38%,Republican / Democratic / Others
684,Mississippi - Forrest County,Bush / Gore / Others,13281 / 8502 / 470,59.68% / 38.21% / 2.11%,Republican / Democratic / Others
685,Mississippi - Franklin County,Bush / Gore / Others,2427 / 1486 / 55,61.16% / 37.45% / 1.39%,Republican / Democratic / Others
686,Mississippi - George County,Bush / Gore / Others,5143 / 1977 / 164,70.61% / 27.14% / 2.25%,Republican / Democratic / Others
687,Mississippi - Greene County,Bush / Gore / Others,3052 / 1317 / 37,69.27% / 29.89% / 0.84%,Republican / Democratic / Others
688,Mississippi - Grenada County,Bush / Gore / Others,4743 / 3813 / 87,54.88% / 44.12% / 1.01%,Republican / Democratic / Others
689,Mississippi - Hancock County,Bush / Gore / Others,9326 / 4791 / 421,64.15% / 32.96% / 2.90%,Republican / Democratic / Others
690,Mississippi - Harrison County,Bush / Gore / Others,30255 / 18022 / 1149,61.21% / 36.46% / 2.32%,Republican / Democratic / Others
691,Mississippi - Hinds County,Gore / Bush / Others,46789 / 37753 / 3228,53.31% / 43.01% / 3.68%,Democratic / Republican / Others
692,Mississippi - Holmes County,Gore / Bush / Others,4414 / 1609 / 31,72.91% / 26.58% / 0.51%,Democratic / Republican / Others
693,Mississippi - Humphreys County,Gore / Bush / Others,2288 / 1628 / 28,58.01% / 41.28% / 0.71%,Democratic / Republican / Others
694,Mississippi - Issaquena County,Gore / Bush / Others,555 / 366 / 20,58.98% / 38.89% / 2.13%,Democratic / Republican / Others
695,Mississippi - Itawamba County,Bush / Gore / Others,5424 / 2994 / 146,63.33% / 34.96% / 1.70%,Republican / Democratic / Others
696,Mississippi - Jackson County,Bush / Gore / Others,30068 / 14193 / 851,66.65% / 31.46% / 1.89%,Republican / Democratic / Others
697,Mississippi - Jasper County,Bush / Gore / Others,3288 / 3104 / 49,51.05% / 48.19% / 0.76%,Republican / Democratic / Others
698,Mississippi - Jefferson County,Gore / Bush / Others,2786 / 600 / 22,81.75% / 17.61% / 0.65%,Democratic / Republican / Others
699,Mississippi - Jefferson Davis County,Gore / Bush / Others,2835 / 2437 / 45,53.32% / 45.83% / 0.85%,Democratic / Republican / Others
700,Mississippi - Jones County,Bush / Gore / Others,16340 / 7713 / 286,67.14% / 31.69% / 1.18%,Republican / Democratic / Others
701,Mississippi - Kemper County,Gore / Bush / Others,2329 / 1914 / 35,54.44% / 44.74% / 0.82%,Democratic / Republican / Others
702,Mississippi - Lafayette County,Bush / Gore / Others,7081 / 5139 / 458,55.85% / 40.53% / 3.61%,Republican / Democratic / Others
703,Mississippi - Lamar County,Bush / Gore / Others,12795 / 3478 / 329,77.07% / 20.95% / 1.98%,Republican / Democratic / Others
704,Mississippi - Lauderdale County,Bush / Gore / Others,17315 / 8412 / 243,66.67% / 32.39% / 0.94%,Republican / Democratic / Others
705,Mississippi - Lawrence County,Gore / Bush / Others,3839 / 3674 / 72,50.61% / 48.44% / 0.95%,Democratic / Republican / Others
706,Mississippi - Leake County,Bush / Gore / Others,4114 / 2795 / 45,59.16% / 40.19% / 0.65%,Republican / Democratic / Others
707,Mississippi - Lee County,Bush / Gore / Others,15136 / 8786 / 392,62.25% / 36.14% / 1.61%,Republican / Democratic / Others
708,Mississippi - Leflore County,Gore / Bush / Others,6395 / 4622 / 249,56.76% / 41.03% / 2.21%,Democratic / Republican / Others
709,Mississippi - Lincoln County,Bush / Gore / Others,8540 / 4358 / 102,65.69% / 33.52% / 0.78%,Republican / Democratic / Others
710,Mississippi - Lowndes County,Bush / Gore / Others,10289 / 7422 / 284,57.18% / 41.24% / 1.58%,Republican / Democratic / Others
711,Mississippi - Madison County,Bush / Gore / Others,19115 / 10416 / 324,64.03% / 34.89% / 1.09%,Republican / Democratic / Others
712,Mississippi - Marion County,Bush / Gore / Others,6796 / 4114 / 88,61.79% / 37.41% / 0.80%,Republican / Democratic / Others
713,Mississippi - Marshall County,Gore / Bush / Others,7735 / 4723 / 134,61.43% / 37.51% / 1.06%,Democratic / Republican / Others
714,Mississippi - Monroe County,Bush / Gore / Others,7397 / 5783 / 184,55.35% / 43.27% / 1.38%,Republican / Democratic / Others
715,Mississippi - Montgomery County,Bush / Gore / Others,2630 / 2187 / 32,54.24% / 45.10% / 0.66%,Republican / Democratic / Others
716,Mississippi - Neshoba County,Bush / Gore / Others,6409 / 2563 / 94,70.69% / 28.27% / 1.04%,Republican / Democratic / Others
717,Mississippi - Newton County,Bush / Gore / Others,5540 / 2147 / 51,71.59% / 27.75% / 0.66%,Republican / Democratic / Others
718,Mississippi - Noxubee County,Gore / Bush / Others,3383 / 1530 / 41,68.29% / 30.88% / 0.83%,Democratic / Republican / Others
719,Mississippi - Oktibbeha County,Bush / Gore / Others,7764 / 6298 / 396,53.70% / 43.56% / 2.74%,Republican / Democratic / Others
720,Mississippi - Panola County,Gore / Bush / Others,5875 / 5324 / 85,52.06% / 47.18% / 0.75%,Democratic / Republican / Others
721,Mississippi - Pearl River County,Bush / Gore / Others,11575 / 4611 / 291,70.25% / 27.98% / 1.77%,Republican / Democratic / Others
722,Mississippi - Perry County,Bush / Gore / Others,3026 / 1285 / 48,69.42% / 29.48% / 1.10%,Republican / Democratic / Others
723,Mississippi - Pike County,Bush / Gore / Others,7394 / 6544 / 158,52.45% / 46.42% / 1.12%,Republican / Democratic / Others
724,Mississippi - Pontotoc County,Bush / Gore / Others,6601 / 2771 / 138,69.41% / 29.14% / 1.45%,Republican / Democratic / Others
725,Mississippi - Prentiss County,Bush / Gore / Others,5085 / 3282 / 94,60.10% / 38.79% / 1.11%,Republican / Democratic / Others
726,Mississippi - Quitman County,Gore / Bush / Others,2103 / 1280 / 30,61.62% / 37.50% / 0.88%,Democratic / Republican / Others
727,Mississippi - Rankin County,Bush / Gore / Others,32983 / 8050 / 402,79.60% / 19.43% / 0.97%,Republican / Democratic / Others
728,Mississippi - Scott County,Bush / Gore / Others,5601 / 3548 / 56,60.85% / 38.54% / 0.61%,Republican / Democratic / Others
729,Mississippi - Sharkey County,Gore / Bush / Others,1706 / 1074 / 123,58.77% / 37.00% / 4.24%,Democratic / Republican / Others
730,Mississippi - Simpson County,Bush / Gore / Others,6254 / 3167 / 93,65.73% / 33.29% / 0.98%,Republican / Democratic / Others
731,Mississippi - Smith County,Bush / Gore / Others,4838 / 1620 / 70,74.11% / 24.82% / 1.07%,Republican / Democratic / Others
732,Mississippi - Stone County,Bush / Gore / Others,3702 / 1677 / 144,67.03% / 30.36% / 2.61%,Republican / Democratic / Others
733,Mississippi - Sunflower County,Gore / Bush / Others,4981 / 3369 / 64,59.20% / 40.04% / 0.76%,Democratic / Republican / Others
734,Mississippi - Tallahatchie County,Gore / Bush / Others,3041 / 2428 / 54,55.06% / 43.96% / 0.98%,Democratic / Republican / Others
735,Mississippi - Tate County,Bush / Gore / Others,5147 / 3441 / 104,59.22% / 39.59% / 1.20%,Republican / Democratic / Others
736,Mississippi - Tippah County,Bush / Gore / Others,5381 / 2908 / 114,64.04% / 34.61% / 1.36%,Republican / Democratic / Others
737,Mississippi - Tishomingo County,Bush / Gore / Others,4122 / 2747 / 123,58.95% / 39.29% / 1.76%,Republican / Democratic / Others
738,Mississippi - Tunica County,Gore / Bush / Others,1539 / 792 / 35,65.05% / 33.47% / 1.48%,Democratic / Republican / Others
739,Mississippi - Union County,Bush / Gore / Others,6087 / 3094 / 129,65.38% / 33.23% / 1.39%,Republican / Democratic / Others
740,Mississippi - Walthall County,Bush / Gore / Others,3476 / 2356 / 63,58.97% / 39.97% / 1.07%,Republican / Democratic / Others
741,Mississippi - Warren County,Bush / Gore / Others,10892 / 7485 / 246,58.49% / 40.19% / 1.32%,Republican / Democratic / Others
742,Mississippi - Washington County,Gore / Bush / Others,10405 / 7369 / 556,56.76% / 40.20% / 3.03%,Democratic / Republican / Others
743,Mississippi - Wayne County,Bush / Gore / Others,4635 / 2979 / 89,60.17% / 38.67% / 1.16%,Republican / Democratic / Others
744,Mississippi - Webster County,Bush / Gore / Others,3069 / 1426 / 50,67.52% / 31.38% / 1.10%,Republican / Democratic / Others
745,Mississippi - Wilkinson County,Gore / Bush / Others,2551 / 1423 / 124,62.25% / 34.72% / 3.03%,Democratic / Republican / Others
746,Mississippi - Winston County,Bush / Gore / Others,4650 / 3691 / 51,55.41% / 43.98% / 0.61%,Republican / Democratic / Others
747,Mississippi - Yalobusha County,Gore / Bush / Others,2674 / 2470 / 84,51.15% / 47.25% / 1.61%,Democratic / Republican / Others
748,Mississippi - Yazoo County,Bush / Gore / Others,5254 / 4997 / 265,49.96% / 47.52% / 2.52%,Republican / Democratic / Others
749,Missouri - Adair County,Bush / Gore / Others,6050 / 4101 / 401,57.34% / 38.86% / 3.8%,Republican / Democrat / Others
750,Missouri - Andrew County,Bush / Gore / Others,4257 / 2795 / 222,58.52% / 38.42% / 3.05%,Republican / Democrat / Others
751,Missouri - Atchison County,Bush / Gore / Others,1798 / 1013 / 60,62.63% / 35.28% / 2.09%,Republican / Democrat / Others
752,Missouri - Audrain County,Bush / Gore / Others,5256 / 4551 / 178,52.64% / 45.58% / 1.78%,Republican / Democrat / Others
753,Missouri - Barry County,Bush / Gore / Others,7885 / 4135 / 348,63.75% / 33.43% / 2.81%,Republican / Democrat / Others
754,Missouri - Barton County,Bush / Gore / Others,3836 / 1424 / 106,71.49% / 26.54% / 1.98%,Republican / Democrat / Others
